priors,school,violations,age,timeserved,alcohol,drugs,release,married,degree,gender,type,property,person,recid
0,9,0,19.58333333,1.166666667,0,0,1,0,0,1,0,0,0,0
0,8,0,25.66666667,0.583333333,1,1,1,1,0,1,0,0,0,1
0,10,0,18.33333333,0.166666667,1,1,1,0,0,1,0,0,0,1
0,10,0,18,0.083333333,0,0,1,0,0,1,0,0,0,0
1,12,2,20.66666667,1.25,0,0,0,0,0,1,0,0,0,1
4,8,0,46.5,0.416666667,0,0,0,1,0,1,0,0,0,1
0,13,9,23.66666667,4.416666667,0,0,1,0,0,0,0,0,0,0
0,12,0,20,0.5,0,1,1,0,0,1,0,0,0,0
0,8,1,29.75,1.25,0,0,1,1,0,1,0,0,0,0
0,10,1,23,1.666666667,0,1,1,1,1,1,2,1,0,0
1,12,1,20.83333333,0.5,0,0,1,1,0,1,0,0,0,0
2,9,2,20.08333333,2.583333333,0,0,1,0,0,1,2,1,0,1
0,6,0,19.5,0.75,0,0,0,0,0,1,0,0,0,1
1,7,0,31.41666667,2,0,0,1,1,1,1,2,1,0,0
3,10,0,52.83333333,0.416666667,1,0,1,0,1,1,2,1,0,0
1,10,3,37,0.416666667,1,0,0,1,0,1,0,0,0,0
0,9,0,46,0.583333333,0,0,1,1,0,0,0,0,0,0
0,9,0,19.75,0.25,0,0,0,0,0,1,0,0,0,1
9,10,3,30.16666667,3.583333333,0,1,0,0,0,1,0,0,0,0
7,4,0,50.5,0.583333333,1,0,0,0,0,1,0,0,0,0
0,10,0,27.25,0.25,1,0,1,0,0,1,0,0,0,0
0,12,0,24.25,0.5,0,0,0,1,0,1,0,0,0,0
6,6,0,52.58333333,0.75,1,0,1,0,0,1,0,0,0,1
0,12,0,22.08333333,2,0,0,1,0,1,1,2,1,0,0
0,8,0,19.08333333,1.416666667,0,0,1,0,0,1,0,0,0,1
0,12,1,25.5,2.333333333,0,0,1,1,1,1,2,1,0,0
0,11,0,18.91666667,0.416666667,0,1,0,0,0,1,0,0,0,0
0,9,2,22.16666667,2.75,0,0,0,0,1,1,1,0,1,1
2,8,11,27.41666667,3.416666667,0,0,0,0,0,1,0,0,0,1
0,9,0,22.41666667,0.833333333,0,0,1,0,0,1,0,0,0,0
0,9,1,26.58333333,2.416666667,0,0,1,0,1,1,2,1,0,0
0,9,1,23.33333333,0.416666667,1,0,0,0,0,1,0,0,0,1
4,8,0,56.58333333,0.5,1,0,0,1,0,1,0,0,0,0
0,8,0,21.41666667,0.25,0,0,1,0,0,1,0,0,0,1
0,7,4,29.08333333,1.166666667,0,0,1,0,1,1,0,0,0,0
0,12,0,23.41666667,0.416666667,0,0,0,1,0,1,0,0,0,1
0,10,0,20.58333333,0.333333333,0,0,0,0,0,1,2,1,0,1
0,7,0,54.5,0.25,0,0,1,1,0,1,0,0,0,0
0,7,0,45.58333333,0.416666667,1,0,1,0,0,1,0,0,0,0
2,12,1,25.08333333,2.166666667,0,0,1,0,0,0,2,1,0,1
0,10,0,28.33333333,0.333333333,0,0,1,0,0,0,0,0,0,1
0,10,1,23.16666667,1.5,0,0,1,0,1,1,0,0,0,0
0,10,0,31.5,1.166666667,0,0,1,0,0,1,0,0,0,0
0,8,0,16.58333333,0.166666667,0,1,1,0,0,1,0,0,0,1
0,9,0,25.91666667,0.416666667,0,0,1,0,0,1,0,0,0,0
0,10,8,24,3,0,1,0,0,1,1,2,1,0,0
0,8,0,28.16666667,0.5,0,1,0,0,0,1,0,0,0,1
1,8,0,30.33333333,0.5,1,0,1,1,0,1,0,0,0,1
0,12,1,24.83333333,0.333333333,1,1,0,0,0,1,0,0,0,0
0,8,0,20.33333333,2.333333333,0,0,1,0,0,1,0,0,0,0
0,8,0,56.16666667,2.083333333,1,1,1,1,1,1,1,0,1,0
4,11,0,47,1.166666667,0,1,0,0,0,1,2,1,0,0
0,9,0,21.08333333,0.166666667,0,0,0,0,0,1,0,0,0,0
1,10,5,24.75,8.166666667,0,0,1,0,1,1,2,1,0,1
0,12,0,31.75,0.583333333,0,1,1,0,1,1,2,1,0,0
0,9,0,21.08333333,0.75,1,0,1,0,0,1,0,0,0,0
4,7,0,41.75,1.166666667,0,1,0,0,0,1,0,0,0,1
3,10,6,23.25,6.166666667,0,0,1,1,1,1,2,1,0,1
3,7,0,38.66666667,0.25,1,0,1,0,0,1,0,0,0,0
1,10,0,36.33333333,0.583333333,1,0,0,1,0,1,0,0,0,1
0,12,4,24.16666667,2.416666667,0,0,1,0,1,1,1,0,1,0
0,10,0,29.75,2.5,0,0,1,1,0,1,0,0,0,0
0,12,0,23.58333333,0.5,1,1,0,0,0,1,0,0,0,1
8,8,2,27.66666667,3.166666667,1,1,1,0,1,1,2,1,0,1
1,8,1,26.16666667,0.583333333,0,1,1,1,0,1,0,0,0,1
1,10,0,30.41666667,0.333333333,0,1,1,0,0,1,0,0,0,0
0,9,1,19.83333333,0.583333333,1,1,1,0,0,0,0,0,0,1
0,11,0,19.41666667,0.5,1,0,0,0,0,1,0,0,0,1
9,15,28,33.83333333,10.25,0,0,1,1,1,1,2,1,0,1
1,10,1,21.5,1.5,0,0,1,1,0,1,0,0,0,1
0,10,0,34,1.583333333,0,0,1,1,0,1,0,0,0,0
0,11,0,19,0.666666667,0,1,1,0,0,1,0,0,0,0
5,12,0,33.58333333,2.666666667,0,1,1,0,1,1,1,0,1,1
4,11,0,28.66666667,0.666666667,1,0,1,0,0,1,0,0,0,1
0,12,0,38.08333333,0.333333333,0,0,1,0,0,0,0,0,0,0
3,14,0,30.66666667,0.333333333,1,1,1,1,0,1,0,0,0,1
0,12,1,24.75,1.333333333,0,0,1,0,1,1,0,0,0,0
0,12,0,23.33333333,0.25,0,1,1,0,0,0,0,0,0,1
3,8,1,34.41666667,0.75,1,0,1,0,0,1,0,0,0,1
0,9,0,25.75,0.25,0,0,1,0,0,1,0,0,0,0
1,11,0,27.58333333,1.083333333,0,1,1,0,0,1,1,0,1,1
0,8,0,31.58333333,0.416666667,0,0,0,0,0,1,0,0,0,1
0,8,0,29.08333333,1.333333333,0,0,1,1,1,1,2,1,0,0
13,13,0,41,3.833333333,0,0,1,1,1,1,2,1,0,0
1,5,0,42.91666667,3.666666667,0,0,1,1,0,1,0,0,0,0
0,12,1,30.75,0.833333333,0,0,0,0,0,1,0,0,0,0
0,12,6,24.83333333,2.666666667,0,0,0,1,1,1,2,1,0,0
0,8,0,55.75,0.583333333,1,0,0,0,0,1,0,0,0,1
0,9,2,20.25,1,0,1,1,0,0,1,0,0,0,1
0,10,0,19.41666667,1.333333333,0,0,1,1,1,1,2,1,0,1
0,9,13,21.75,8,0,0,1,1,1,1,2,1,0,1
0,2,0,25.25,1.5,1,0,1,0,1,1,1,0,1,0
0,9,0,17,0.5,0,0,1,0,0,1,0,0,0,1
0,12,0,23,1.166666667,0,1,1,0,1,1,0,0,0,0
2,5,0,52.08333333,1.083333333,1,0,0,0,0,1,0,0,0,0
1,8,3,25.25,1.083333333,0,1,0,0,0,1,1,0,1,1
0,10,1,19.75,0.5,1,1,1,0,0,1,2,1,0,0
0,8,1,23.25,0.75,0,0,1,1,0,1,0,0,0,1
0,10,0,33.5,0.083333333,0,0,1,1,0,1,0,0,0,0
0,8,0,25.91666667,0.5,0,0,0,1,0,1,0,0,0,1
1,11,2,23.08333333,0.416666667,1,0,1,0,0,1,0,0,0,1
1,9,2,25.41666667,3.333333333,0,0,1,0,1,1,2,1,0,1
0,10,1,26.75,1,0,0,1,0,0,1,0,0,0,0
3,11,1,25.91666667,2.083333333,0,0,0,0,0,1,0,0,0,0
6,5,0,31.08333333,0.833333333,1,0,1,0,0,1,0,0,0,1
0,10,0,26.25,0.333333333,0,0,0,0,0,0,0,0,0,0
1,7,3,31.08333333,2.25,0,0,1,0,0,1,0,0,0,0
1,11,0,23.75,0.416666667,0,0,1,1,0,0,0,0,0,0
0,9,0,17.58333333,0.5,0,0,1,0,0,1,0,0,0,1
0,8,0,23.41666667,2.25,1,1,1,0,0,1,0,0,0,0
0,7,0,25.5,0.25,0,0,0,1,0,1,0,0,0,0
0,12,0,22.58333333,0.416666667,0,1,0,0,0,1,0,0,0,0
0,12,0,27.66666667,0.5,1,1,0,0,0,1,0,0,0,1
1,11,2,28,1.083333333,0,0,0,0,0,0,0,0,0,0
0,10,1,25.08333333,0.583333333,0,0,0,0,0,1,0,0,0,1
0,10,0,25.66666667,1.916666667,0,0,1,0,1,1,2,1,0,0
0,12,0,25.83333333,0.75,0,0,1,0,0,1,0,0,0,0
4,6,0,43.16666667,3.75,0,0,1,0,1,1,1,0,1,0
0,8,0,51.83333333,1.416666667,0,0,1,0,1,1,0,0,0,0
1,11,0,29.58333333,0.75,0,0,1,0,0,1,2,1,0,0
0,7,0,19.33333333,0.416666667,0,0,1,0,0,1,0,0,0,1
26,7,0,53,0.5,1,0,0,0,0,1,0,0,0,1
0,9,0,18.33333333,0.416666667,0,0,0,0,0,1,0,0,0,1
1,14,1,28.41666667,1,0,0,0,0,0,1,0,0,0,0
0,13,1,27.58333333,1.166666667,0,0,1,0,0,1,2,1,0,0
0,9,0,20.91666667,0.833333333,0,0,0,0,0,1,0,0,0,1
0,7,3,24,0.916666667,0,1,1,0,0,1,0,0,0,0
0,12,0,25,1.666666667,0,0,1,0,1,1,1,0,1,0
2,2,0,42.66666667,0.416666667,1,0,1,1,0,1,0,0,0,0
3,6,3,33,1.75,0,0,1,0,0,1,0,0,0,0
7,12,1,28.5,2.166666667,0,1,0,0,0,1,0,0,0,1
0,11,3,23.91666667,3,0,1,1,0,1,1,2,1,0,1
1,10,1,20.16666667,0.5,0,1,0,0,0,1,0,0,0,1
2,6,0,47.91666667,0.416666667,1,0,0,1,0,1,0,0,0,1
3,3,0,41.25,0.5,0,1,0,0,0,1,0,0,0,0
3,6,0,30.75,2.416666667,0,0,1,0,0,1,0,0,0,0
0,7,0,17.91666667,0.333333333,0,0,1,0,0,1,0,0,0,0
0,10,0,17.33333333,0.416666667,0,0,0,0,0,1,0,0,0,0
5,7,7,39.16666667,18.75,1,0,1,1,1,1,1,0,1,1
1,9,3,22.08333333,2.333333333,0,0,0,0,1,1,2,1,0,1
0,12,6,23.5,1.25,0,0,0,1,1,1,0,0,0,0
0,12,0,28.33333333,0.583333333,1,0,1,0,0,1,0,0,0,0
3,10,0,42.33333333,2.25,0,1,1,0,1,1,2,1,0,0
0,10,0,25.33333333,0.666666667,0,0,1,1,0,0,0,0,0,0
0,9,0,48.5,1,0,1,0,1,0,1,0,0,0,0
0,10,0,17.33333333,0.416666667,0,0,0,0,0,1,0,0,0,0
0,10,0,29.5,0.5,1,0,1,1,0,1,0,0,0,1
2,10,1,24.08333333,0.833333333,0,0,1,0,0,1,0,0,0,1
0,13,0,31,0.416666667,0,0,0,0,0,1,0,0,0,0
3,11,0,24.66666667,1.75,0,0,1,0,1,1,2,1,0,0
1,10,4,22.75,1.583333333,1,1,0,0,1,1,0,0,0,1
0,9,0,17.5,0.5,0,0,1,0,0,1,0,0,0,0
0,10,0,21.75,0.5,0,0,1,0,0,1,0,0,0,0
6,6,1,50,1.75,0,0,0,0,1,1,1,0,1,0
2,12,1,41.25,0.25,0,0,1,0,0,1,0,0,0,1
4,11,21,26.08333333,12.16666667,0,1,1,0,1,1,1,0,1,1
5,12,0,30.25,4.416666667,0,0,1,0,1,1,2,1,0,1
0,12,0,23,2.416666667,0,0,1,0,1,1,2,1,0,0
6,8,3,33,1.333333333,0,1,1,0,0,1,2,1,0,1
1,7,1,26.75,1,0,1,0,0,0,1,0,0,0,1
7,11,1,42.66666667,1,0,0,1,0,0,1,0,0,0,0
1,9,0,39.5,0.25,1,0,1,1,0,1,0,0,0,0
0,10,0,23,0.916666667,0,0,1,0,1,1,2,1,0,0
4,3,0,47.16666667,1.25,1,0,1,0,0,1,0,0,0,1
0,12,0,22.5,0.75,0,0,1,0,1,1,2,1,0,0
0,9,1,19.75,0.666666667,0,1,1,0,0,1,0,0,0,1
1,12,0,23.41666667,0.25,1,0,1,1,0,1,0,0,0,0
1,7,0,27.83333333,2.416666667,0,0,1,1,1,1,2,1,0,1
5,10,2,23.5,1.25,0,0,1,0,0,1,0,0,0,0
2,8,0,39.25,0.5,0,0,0,0,0,1,0,0,0,0
0,11,0,20.91666667,0.416666667,0,0,0,0,0,1,0,0,0,0
0,9,0,19,0.5,0,0,1,0,0,1,0,0,0,1
9,11,0,41.91666667,0.416666667,0,1,1,1,0,1,0,0,0,0
1,11,0,19,1.666666667,1,1,1,0,1,1,0,0,0,1
0,8,4,20,1.083333333,0,0,0,0,0,1,0,0,0,0
1,9,1,18.33333333,0.5,0,0,0,0,0,1,0,0,0,1
0,9,2,21.91666667,2.916666667,0,1,1,0,0,1,0,0,0,1
0,9,5,23,1,0,0,1,0,0,1,0,0,0,0
6,10,7,26.91666667,2.916666667,0,0,0,1,1,1,2,1,0,0
18,3,0,52.58333333,0.833333333,0,1,1,0,0,1,0,0,0,0
0,11,0,27.41666667,1.583333333,0,0,1,1,0,1,0,0,0,0
0,10,1,22.91666667,1.833333333,0,0,1,0,0,1,0,0,0,0
0,12,1,24.58333333,2.833333333,0,0,1,0,0,1,0,0,0,0
3,3,0,56,0.5,1,0,1,0,0,1,0,0,0,1
3,8,5,29.58333333,3.25,0,1,0,0,1,1,2,1,0,0
0,9,0,31.58333333,0.333333333,0,0,1,0,0,0,0,0,0,0
0,12,1,23.5,1.583333333,0,0,0,0,0,1,0,0,0,0
0,11,0,21.33333333,1.166666667,0,0,0,0,1,1,2,1,0,0
0,11,1,31.25,1.166666667,0,0,1,1,1,1,0,0,0,0
0,12,1,26.08333333,0.5,0,0,1,1,0,1,2,1,0,0
4,11,0,34.83333333,3.5,1,0,1,1,1,1,1,0,1,0
0,3,4,29.16666667,2.833333333,0,0,1,0,0,1,0,0,0,1
0,9,0,22.41666667,1,0,0,1,0,1,1,2,1,0,0
0,12,1,24.08333333,1.166666667,0,0,0,0,0,1,0,0,0,0
0,15,1,48.83333333,0.5,0,1,0,0,0,1,0,0,0,0
3,7,0,40,0.416666667,0,0,0,0,0,1,0,0,0,1
0,7,0,30.08333333,0.5,0,0,1,0,0,1,0,0,0,0
2,8,0,25,2.583333333,0,0,1,0,0,1,0,0,0,0
1,10,6,21.75,1.333333333,0,0,0,0,0,1,0,0,0,1
1,9,1,23,6.25,0,0,1,0,1,1,2,1,0,1
1,9,0,41.25,0.416666667,1,0,1,0,0,1,0,0,0,0
0,12,0,41.5,0.833333333,0,0,1,1,1,1,2,1,0,0
0,10,0,41.5,0.5,0,1,0,0,0,1,0,0,0,0
0,12,0,23.58333333,0.666666667,0,0,1,0,0,1,0,0,0,0
0,10,0,20.66666667,0.416666667,0,0,0,0,0,1,0,0,0,0
0,9,0,24.91666667,0.333333333,0,0,1,1,0,1,0,0,0,0
0,9,0,28.58333333,0.416666667,1,0,1,1,0,1,2,1,0,0
0,17,1,37.41666667,1.166666667,0,0,1,0,0,1,0,0,0,0
0,12,0,40.25,0.416666667,0,0,1,0,0,1,0,0,0,0
0,10,0,26.16666667,0.333333333,0,0,1,0,0,1,0,0,0,0
0,12,0,27.33333333,0.833333333,1,1,0,1,0,1,0,0,0,0
0,12,0,25.66666667,1.916666667,1,0,1,0,1,1,2,1,0,0
1,9,0,19.16666667,0.583333333,0,0,1,0,0,1,0,0,0,1
0,12,0,21.58333333,0.333333333,1,0,0,0,0,1,0,0,0,1
1,7,0,52.41666667,0.666666667,0,0,0,1,0,1,0,0,0,0
0,11,0,30.25,0.916666667,1,0,1,0,1,1,2,1,0,0
0,10,0,18.08333333,0.583333333,0,0,0,0,0,1,0,0,0,0
0,10,0,18.75,0.25,1,0,0,0,0,1,0,0,0,0
0,10,3,24.75,1.083333333,0,0,0,0,0,1,0,0,0,0
0,11,1,33.41666667,0.5,0,0,0,0,0,1,2,1,0,0
0,8,1,22.83333333,1,0,0,1,1,0,1,0,0,0,0
2,8,0,41.08333333,2.166666667,0,0,1,1,1,1,2,1,0,0
12,10,0,46.5,0.416666667,0,0,0,1,0,1,0,0,0,1
4,8,0,36.41666667,3.75,0,0,1,0,0,1,0,0,0,0
0,13,0,27.58333333,1.75,0,1,1,1,0,1,0,0,0,0
0,11,0,37.66666667,1.416666667,0,1,0,0,0,1,0,0,0,1
0,8,2,21.66666667,1.5,0,0,1,1,1,1,0,0,0,0
0,11,1,17.58333333,0.5,0,0,0,0,0,1,0,0,0,0
0,8,0,22.66666667,3.166666667,0,0,1,0,1,1,1,0,1,0
0,8,1,25.25,0.416666667,0,1,1,0,0,1,0,0,0,0
0,8,1,27.58333333,0.666666667,0,0,0,1,0,1,0,0,0,0
0,12,1,24.83333333,1.333333333,0,0,1,0,0,1,0,0,0,0
0,12,1,22.83333333,0.666666667,0,0,0,0,0,1,0,0,0,0
1,9,1,20.41666667,2,0,0,0,0,1,1,2,1,0,1
0,6,0,26.58333333,0.25,0,0,1,1,0,1,0,0,0,0
1,7,0,22.41666667,0.666666667,0,0,1,0,0,1,0,0,0,0
16,3,0,50,1,1,1,0,0,0,1,0,0,0,0
3,9,1,39.33333333,0.75,1,0,1,1,0,1,0,0,0,0
13,9,0,46.08333333,1,1,1,0,0,0,1,0,0,0,0
2,9,5,25.25,5.666666667,0,0,1,0,1,1,2,1,0,0
0,12,0,21.16666667,0.916666667,0,0,1,0,1,1,0,0,0,1
0,10,1,30.08333333,3.166666667,0,1,1,0,1,1,1,0,1,0
0,11,0,21.66666667,1.416666667,0,0,1,0,1,1,2,1,0,1
0,8,0,42.75,0.916666667,0,0,1,0,0,1,0,0,0,0
6,6,0,36,0.5,0,1,0,0,0,1,0,0,0,0
0,10,1,20.16666667,1.916666667,0,0,0,0,1,1,2,1,0,1
0,5,0,49.66666667,3,0,1,1,1,1,1,1,0,1,0
3,5,0,34.08333333,2.583333333,0,1,0,1,1,1,1,0,1,1
0,10,0,20.83333333,0.75,1,0,1,0,0,0,0,0,0,0
1,9,0,47.33333333,0.333333333,1,0,1,1,0,1,0,0,0,0
2,8,0,21.16666667,1,0,0,1,0,0,1,0,0,0,1
1,9,6,25.41666667,7.75,0,1,1,1,0,1,0,0,0,1
0,11,1,20.91666667,2.25,0,0,1,0,1,1,2,1,0,1
1,9,0,27.08333333,0.916666667,0,0,1,0,1,1,1,0,1,1
0,11,5,25.41666667,2.583333333,0,0,0,0,0,1,0,0,0,1
0,13,1,26.58333333,1.416666667,0,1,1,0,1,1,2,1,0,0
0,10,0,20.08333333,0.916666667,0,0,1,0,0,1,0,0,0,0
0,7,1,27.08333333,0.916666667,0,0,1,0,1,1,2,1,0,0
2,8,0,55.66666667,6.25,0,1,1,0,1,1,2,1,0,1
2,12,0,29,0.916666667,1,0,1,0,0,1,0,0,0,0
0,10,1,20.33333333,0.916666667,0,1,0,0,0,1,0,0,0,0
5,12,4,37.33333333,2.083333333,1,1,0,0,0,1,0,0,0,0
3,10,0,30.33333333,0.75,1,0,0,1,0,1,0,0,0,0
2,12,0,30.66666667,2.583333333,0,0,1,1,0,1,0,0,0,0
0,11,8,22.33333333,1.25,0,0,1,1,0,1,0,0,0,0
2,9,7,22.16666667,2.833333333,0,0,1,0,1,1,2,1,0,1
0,10,0,22.91666667,0.666666667,0,0,1,1,0,1,0,0,0,0
0,7,0,23.25,0.75,0,0,1,0,0,1,0,0,0,0
3,12,0,35,0.333333333,0,0,1,0,0,1,0,0,0,1
0,10,0,20.75,1.583333333,0,1,1,0,0,1,0,0,0,0
0,12,0,32.75,0.75,0,0,1,1,0,1,0,0,0,0
1,9,14,17.41666667,5.833333333,0,0,1,0,1,1,2,1,0,1
2,11,3,21.91666667,1.333333333,0,0,0,0,0,1,0,0,0,1
0,14,0,26.66666667,0.75,0,1,1,0,0,1,0,0,0,0
0,10,2,33.16666667,0.583333333,0,1,0,0,0,1,0,0,0,0
6,9,6,33,2.083333333,0,1,0,0,0,1,0,0,0,0
0,8,0,26.58333333,0.416666667,1,0,1,1,0,1,0,0,0,1
0,8,0,32.5,0.416666667,0,0,1,0,1,0,1,0,1,0
0,10,0,21.91666667,0.75,1,0,1,0,1,1,1,0,1,0
1,9,0,32.16666667,0.833333333,1,0,0,0,0,1,0,0,0,1
0,4,0,44.41666667,0.5,0,0,1,1,1,1,2,1,0,1
5,1,0,37.33333333,4,0,1,1,0,1,1,2,1,0,0
3,10,17,22.66666667,8.5,0,1,1,0,1,1,2,1,0,1
0,11,0,30.41666667,5.083333333,0,0,1,1,0,1,0,0,0,0
1,4,0,40.25,1.5,0,0,1,1,1,1,0,0,0,1
4,8,0,36.33333333,0.5,0,0,0,1,0,1,0,0,0,1
0,10,0,19.75,0.833333333,0,0,1,0,0,1,0,0,0,0
1,12,5,27.41666667,5.916666667,0,0,1,0,0,1,0,0,0,0
1,9,1,32.25,1.083333333,0,0,0,1,1,1,0,0,0,0
2,9,1,23,3.75,0,0,1,0,1,1,2,1,0,1
3,9,0,34.66666667,0.416666667,0,1,1,0,0,1,0,0,0,1
0,10,0,24.66666667,1,1,0,1,0,0,1,0,0,0,1
3,11,0,29.08333333,0.583333333,0,0,1,1,0,1,0,0,0,1
0,10,2,19.91666667,2.166666667,0,1,1,0,0,1,0,0,0,1
0,11,0,21.91666667,0.333333333,1,0,1,0,0,1,0,0,0,0
0,6,0,29.58333333,2.75,1,1,1,0,0,1,0,0,0,0
2,10,2,28.25,3.25,1,1,0,0,0,1,0,0,0,0
1,9,7,20,5.166666667,0,1,1,0,1,1,2,1,0,1
0,9,0,22.83333333,2.916666667,0,0,1,0,1,1,2,1,0,0
0,11,5,17.58333333,2.666666667,0,0,1,0,1,1,2,1,0,1
1,9,6,22.91666667,3.916666667,0,1,1,0,1,1,2,1,0,0
0,10,0,29.75,0.166666667,0,0,1,1,0,1,0,0,0,0
2,11,1,31,0.916666667,0,1,0,0,0,1,0,0,0,0
0,11,2,23.25,3.583333333,0,0,1,0,1,1,2,1,0,1
1,6,4,31.91666667,11.91666667,0,0,1,0,1,1,1,0,1,1
5,10,31,29,4.5,1,0,1,0,0,1,0,0,0,1
1,12,3,25.58333333,3.333333333,0,0,1,0,0,1,0,0,0,0
4,15,0,39.5,0.166666667,0,0,1,1,0,1,0,0,0,0
0,12,2,27.91666667,1.083333333,0,0,0,0,0,1,0,0,0,0
0,9,0,21.41666667,0.5,0,0,1,0,0,1,0,0,0,1
0,12,0,25.16666667,1.166666667,0,0,1,1,0,1,0,0,0,0
6,8,0,41.83333333,0.833333333,1,0,1,1,0,1,0,0,0,1
6,10,1,37.83333333,3.5,0,0,1,1,1,1,2,1,0,1
0,12,0,22.41666667,0.833333333,0,0,1,0,0,1,0,0,0,0
2,9,1,25.08333333,0.333333333,1,1,0,0,0,1,0,0,0,1
0,12,0,28.66666667,1.166666667,0,0,1,1,0,1,2,1,0,0
0,9,4,20.83333333,1.5,0,0,0,0,0,1,2,1,0,0
3,9,1,18.58333333,3.166666667,0,0,1,0,0,1,0,0,0,1
0,7,1,22.25,1.25,0,1,1,0,1,1,2,1,0,0
1,7,2,21.08333333,3.083333333,0,0,1,0,1,0,1,0,1,0
0,11,1,20.16666667,1.25,0,0,1,1,0,1,0,0,0,0
2,11,5,21.5,2.583333333,0,0,0,0,1,1,2,1,0,0
0,9,3,20.33333333,1.25,0,0,0,0,0,1,0,0,0,1
2,12,0,22.58333333,0.333333333,0,0,1,0,0,1,0,0,0,1
1,9,5,20.08333333,0.333333333,0,0,1,0,0,1,0,0,0,1
1,11,0,39.16666667,0.75,0,0,1,1,0,1,0,0,0,1
1,10,1,23.33333333,0.5,0,0,0,0,0,1,0,0,0,0
0,14,0,20.75,0.333333333,0,0,1,0,0,1,0,0,0,0
0,9,2,25.5,1.75,0,0,1,1,0,1,0,0,0,0
1,10,0,37.83333333,3.083333333,0,0,0,0,1,1,1,0,1,0
2,14,0,42.25,0.5,0,0,1,0,0,1,0,0,0,1
0,9,0,17.75,1.416666667,0,0,1,0,0,1,0,0,0,1
1,10,4,25.75,4,0,1,1,0,1,1,2,1,0,1
0,9,0,21.58333333,0.75,0,1,1,0,0,1,0,0,0,0
2,12,2,24.91666667,0.916666667,1,0,0,0,0,1,0,0,0,0
0,8,5,38.5,14.16666667,1,0,0,0,1,1,1,0,1,0
17,12,0,64.41666667,0.75,0,1,0,1,0,1,0,0,0,0
3,2,0,61.16666667,0.583333333,1,0,0,0,0,1,0,0,0,0
0,8,0,30.41666667,0.5,0,0,1,0,1,1,2,1,0,0
0,12,3,22.41666667,2.333333333,0,0,1,0,1,1,2,1,0,0
0,8,3,23.66666667,2.916666667,0,0,1,0,0,1,0,0,0,0
3,8,0,61.08333333,3,0,1,1,0,1,1,1,0,1,0
0,10,1,28.25,3.083333333,1,1,0,0,1,1,2,1,0,1
5,10,0,40.58333333,1.083333333,0,0,0,0,0,1,0,0,0,0
4,10,1,33.25,2.166666667,0,0,1,1,0,1,0,0,0,1
0,9,0,18.83333333,0.166666667,0,0,0,0,0,1,0,0,0,1
0,12,0,25.25,1.166666667,0,0,1,0,1,1,0,0,0,0
0,11,0,23.41666667,0.333333333,0,0,1,1,0,1,2,1,0,1
2,11,0,32,0.333333333,1,0,1,0,0,1,0,0,0,0
0,10,1,18.66666667,0.666666667,0,0,1,0,0,1,0,0,0,0
0,13,2,23,1.166666667,0,1,0,0,0,1,0,0,0,0
1,11,1,19.91666667,0.583333333,1,0,1,0,0,1,0,0,0,1
2,5,0,31.83333333,1.666666667,0,0,1,0,1,1,2,1,0,0
0,12,5,22.25,2.75,0,0,0,0,1,1,1,0,1,0
0,10,0,39.5,0.333333333,1,0,1,0,0,1,0,0,0,1
0,11,1,22.33333333,2.583333333,0,0,1,0,1,1,2,1,0,0
0,10,0,20.75,0.583333333,1,1,1,0,0,1,0,0,0,0
0,8,0,35.66666667,0.333333333,1,0,1,1,0,1,0,0,0,0
0,9,2,17.83333333,0.5,0,0,0,0,0,1,0,0,0,0
0,10,1,22.33333333,0.916666667,0,1,1,0,0,1,0,0,0,1
2,3,1,33.16666667,2.583333333,0,0,1,0,1,1,2,1,0,1
0,11,0,46.75,0.583333333,1,0,0,0,0,1,0,0,0,1
0,11,0,17.83333333,0.5,0,0,1,0,1,1,2,1,0,0
2,7,1,33,1.416666667,0,0,1,1,0,1,0,0,0,1
3,6,0,38.41666667,0.333333333,1,0,0,1,0,1,0,0,0,0
0,9,0,18.16666667,0.416666667,1,1,0,0,0,1,0,0,0,1
9,9,0,32,0.416666667,0,0,1,0,0,1,0,0,0,1
4,9,0,64.08333333,2.583333333,0,0,1,0,1,1,1,0,1,0
0,12,0,30.41666667,1,0,0,1,0,0,1,0,0,0,1
0,12,2,22.33333333,2.833333333,0,1,0,0,1,1,2,1,0,1
0,12,0,45.75,0.916666667,0,1,0,0,1,1,2,1,0,0
1,11,0,23.41666667,1.083333333,0,0,1,0,0,1,0,0,0,1
0,8,1,53.41666667,2.583333333,0,0,1,1,0,1,0,0,0,0
0,14,1,21.41666667,0.416666667,0,0,0,0,0,1,0,0,0,0
4,11,0,42.16666667,1.5,0,0,1,0,1,0,0,0,0,0
0,12,3,24.66666667,2.666666667,0,0,1,1,1,1,2,1,0,0
1,12,0,37.66666667,1.75,0,0,1,1,1,1,2,1,0,0
2,10,1,22.66666667,0.5,1,0,0,0,0,1,0,0,0,1
3,12,3,20.41666667,5.083333333,1,1,1,0,1,1,1,0,1,1
0,11,0,24.33333333,0.5,0,0,1,0,0,1,0,0,0,0
0,9,0,24.33333333,1,0,1,1,0,0,1,0,0,0,0
0,10,2,18.66666667,0.333333333,0,0,0,0,0,1,0,0,0,0
0,12,0,28.41666667,1.666666667,0,1,1,0,1,1,2,1,0,0
0,14,0,22.83333333,1.583333333,0,0,1,0,0,1,0,0,0,0
2,12,0,32.83333333,0.416666667,0,0,1,1,0,1,0,0,0,0
